,Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
1255,3/4/2016,shot,gun,25.0,M,W,TX,False,attack,Foot,False
1256,3/4/2016,shot,Taser,69.0,M,W,WI,False,attack,Not fleeing,False
1257,4/4/2016,shot,knife,50.0,M,H,MN,True,attack,Not fleeing,False
1258,5/4/2016,shot,knife,52.0,M,W,MA,True,other,Not fleeing,False
1259,5/4/2016,shot,unarmed,44.0,M,B,IN,False,attack,Not fleeing,True
1260,6/4/2016,shot,ax,60.0,M,W,OH,False,other,Not fleeing,False
1261,6/4/2016,shot,ax,40.0,F,B,TN,False,attack,Not fleeing,True
1262,6/4/2016,shot and Tasered,knife,20.0,M,H,CA,True,attack,Not fleeing,False
1263,7/4/2016,shot,knife,45.0,M,H,CA,False,other,Not fleeing,False
1264,7/4/2016,shot,vehicle,44.0,M,W,NE,False,attack,Not fleeing,False
1265,8/4/2016,shot,knife,40.0,M,B,CA,True,other,Foot,False
1266,8/4/2016,shot,hatchet,25.0,F,W,WI,True,other,Not fleeing,False
1267,8/4/2016,shot,knife,43.0,M,B,MI,False,other,Not fleeing,True
1268,9/4/2016,shot,gun,27.0,M,B,NJ,False,attack,Foot,False
1269,9/4/2016,shot,gun,19.0,M,B,PA,False,attack,Foot,False
1270,10/4/2016,shot,gun,39.0,M,W,CA,False,other,Car,False
1271,10/4/2016,shot,knife,30.0,M,W,NY,True,attack,Not fleeing,False
1272,10/4/2016,shot,knife,28.0,M,H,CA,False,attack,Not fleeing,False
1273,11/4/2016,shot,gun,22.0,M,H,NV,False,attack,Not fleeing,False
1274,11/4/2016,shot,gun,16.0,M,B,IL,False,attack,Foot,False
1275,12/4/2016,shot,unarmed,40.0,M,W,CO,False,other,Car,False
1276,12/4/2016,shot,gun,38.0,M,H,IL,False,attack,Car,False
1277,12/4/2016,shot,vehicle,20.0,M,W,FL,False,other,Car,True
1278,13/04/16,shot,undetermined,35.0,M,B,CA,False,attack,Not fleeing,False
1279,13/04/16,shot,gun,52.0,M,W,TX,False,attack,Not fleeing,False
1280,13/04/16,shot,gun,26.0,M,W,TN,False,attack,Car,False
1281,14/04/16,shot and Tasered,unarmed,54.0,M,W,KS,True,attack,Not fleeing,False
1282,15/04/16,shot,baseball bat,38.0,M,H,CA,False,other,Not fleeing,False
1283,15/04/16,shot,gun,52.0,M,W,OK,True,attack,Not fleeing,False
1284,15/04/16,shot,undetermined,26.0,M,W,IN,False,attack,Foot,True
1285,16/04/16,shot,gun,53.0,M,W,IL,False,attack,Not fleeing,False
1286,17/04/16,shot,gun,35.0,F,B,OH,False,other,Car,False
1287,17/04/16,shot,unarmed,22.0,M,W,TX,True,other,Not fleeing,False
1288,17/04/16,shot,gun,31.0,M,B,NJ,False,attack,Foot,False
1289,17/04/16,shot,gun,32.0,M,B,NY,False,attack,Foot,False
1290,17/04/16,shot,vehicle,37.0,M,B,NY,False,attack,Car,False
1291,18/04/16,shot,gun,28.0,M,B,MD,False,attack,Not fleeing,False
1292,18/04/16,shot,gun,18.0,M,B,GA,False,attack,Not fleeing,False
1293,19/04/16,shot,gun,41.0,M,A,NC,True,attack,Not fleeing,False
1294,19/04/16,shot,gun,15.0,M,B,MO,False,attack,Other,False
1295,19/04/16,shot,gun,38.0,M,W,AL,False,attack,Car,False
1296,20/04/16,shot,gun,41.0,M,W,FL,False,attack,Not fleeing,False
1297,20/04/16,shot,undetermined,52.0,M,W,AR,False,other,Not fleeing,False
1298,21/04/16,shot,knife,48.0,M,H,MA,False,other,Not fleeing,False
1299,22/04/16,shot,knife,29.0,M,W,TX,True,attack,Not fleeing,False
1300,22/04/16,shot,knife,51.0,M,W,NY,True,attack,Not fleeing,False
1301,23/04/16,shot,vehicle,21.0,M,B,FL,False,attack,Car,False
1302,23/04/16,shot,gun,24.0,M,W,AZ,True,attack,Not fleeing,False
1303,23/04/16,shot,gun,18.0,M,W,WI,False,attack,Not fleeing,False
1304,23/04/16,shot,gun,30.0,M,W,VA,True,attack,Not fleeing,False
1305,23/04/16,shot and Tasered,vehicle,33.0,M,B,AR,False,other,Car,True
1306,25/04/16,shot,gun,60.0,F,W,NC,True,attack,Not fleeing,False
1307,26/04/16,shot,gun,28.0,M,W,CO,False,attack,Foot,False
1308,26/04/16,shot,gun,26.0,M,B,VA,True,attack,Not fleeing,True
1309,26/04/16,shot,gun,24.0,F,W,NM,True,attack,Car,False
1310,26/04/16,shot,gun,44.0,M,W,TX,False,other,Other,False
1311,27/04/16,shot,gun,36.0,M,W,UT,False,attack,Not fleeing,False
1312,27/04/16,shot,machete,34.0,M,A,GA,False,other,Not fleeing,False
1313,27/04/16,shot,gun,21.0,M,W,CO,False,attack,Not fleeing,False
1314,28/04/16,shot,knife,37.0,M,B,FL,False,attack,Not fleeing,False
1315,28/04/16,shot,gun,53.0,M,W,ID,True,attack,Not fleeing,True
1316,28/04/16,shot and Tasered,knife,45.0,M,W,WA,True,other,Not fleeing,True
1317,28/04/16,shot,vehicle,24.0,M,B,TX,False,other,Car,False
1318,29/04/16,shot,vehicle,48.0,M,W,MO,False,attack,Car,False
1319,30/04/16,shot,knife,42.0,M,W,WI,False,other,Not fleeing,False
1320,30/04/16,shot,knife,33.0,M,W,UT,False,other,Foot,False
1321,30/04/16,shot,vehicle,55.0,M,W,AZ,False,attack,Car,False
1322,30/04/16,shot,knife,28.0,M,A,CA,False,other,Not fleeing,True
1323,1/5/2016,shot,toy weapon,25.0,M,B,FL,False,attack,Not fleeing,False
1324,1/5/2016,shot,gun,28.0,M,W,TN,True,other,Not fleeing,False
1325,2/5/2016,shot,gun,52.0,M,B,SC,False,attack,Not fleeing,False
1326,3/5/2016,shot,knife,59.0,M,W,CA,False,other,Not fleeing,False
1327,4/5/2016,shot,vehicle,52.0,M,W,PA,False,other,Not fleeing,False
1328,4/5/2016,shot,gun,39.0,M,W,WA,False,attack,Car,False
1330,4/5/2016,shot,undetermined,40.0,M,W,MO,False,attack,Not fleeing,False
1331,5/5/2016,shot,vehicle,36.0,M,W,LA,False,attack,Car,False
1332,5/5/2016,shot,gun,38.0,M,B,WI,False,attack,Foot,True
1333,5/5/2016,shot,gun,26.0,F,B,FL,False,attack,Not fleeing,False
1335,7/5/2016,shot,gun,29.0,M,W,WA,True,other,Not fleeing,False
1336,7/5/2016,shot,gun,37.0,M,B,FL,False,attack,Other,False
1337,7/5/2016,shot and Tasered,knife,29.0,M,O,ME,False,other,Not fleeing,False
1338,8/5/2016,shot,toy weapon,21.0,M,B,CA,False,other,Not fleeing,False
1339,9/5/2016,shot,toy weapon,33.0,M,B,TX,False,other,Not fleeing,False
1340,9/5/2016,shot,gun,33.0,M,B,MN,False,attack,Not fleeing,False
1341,9/5/2016,shot,unarmed,23.0,M,W,MS,False,attack,Not fleeing,False
1342,9/5/2016,shot,gun,26.0,M,W,IL,False,other,Foot,False
1344,9/5/2016,shot,gun,29.0,M,W,TX,True,attack,Other,False
1345,10/5/2016,shot,knife,28.0,M,B,MA,True,attack,Not fleeing,False
1346,11/5/2016,shot,gun,35.0,M,W,CO,False,attack,Car,False
1347,11/5/2016,shot,vehicle,33.0,M,A,CA,False,other,Car,True
1348,11/5/2016,shot,gun,24.0,M,B,CO,False,attack,Car,False
1350,13/05/16,shot,gun,28.0,M,H,CA,False,attack,Not fleeing,True
1351,14/05/16,shot,knife,19.0,M,W,FL,True,other,Not fleeing,False
1352,14/05/16,shot,gun,43.0,M,N,AZ,False,attack,Not fleeing,True
1353,14/05/16,shot,gun,59.0,M,W,FL,False,attack,Not fleeing,False
1354,14/05/16,shot and Tasered,gun,34.0,M,W,GA,True,other,Not fleeing,False
1355,15/05/16,shot,gun,35.0,M,W,IL,False,attack,Foot,False
1356,16/05/16,shot,gun,23.0,M,B,GA,False,attack,Foot,False
1357,17/05/16,shot,ax,36.0,M,W,CA,True,other,Not fleeing,False
1358,18/05/16,shot,knife,46.0,M,W,NY,True,other,Not fleeing,False
1359,18/05/16,shot,gun,44.0,M,W,MO,False,attack,Other,False
1360,18/05/16,shot,gun,20.0,M,H,AZ,False,attack,Not fleeing,False
1361,19/05/16,shot,unarmed,30.0,M,H,NV,False,attack,Not fleeing,False
1362,19/05/16,shot,unarmed,29.0,F,B,CA,False,undetermined,Car,False
1363,19/05/16,shot,knife,35.0,M,H,CA,False,other,Not fleeing,True
1364,19/05/16,shot,gun,36.0,M,W,KY,False,attack,Not fleeing,False
1365,19/05/16,shot,gun,22.0,M,B,FL,False,other,Not fleeing,False
1366,20/05/16,shot,knife,31.0,M,B,NE,False,other,Foot,True
1367,21/05/16,shot,gun,63.0,M,W,SC,False,attack,Not fleeing,False
1368,21/05/16,shot,unarmed,38.0,M,W,OR,True,attack,Not fleeing,False
1369,21/05/16,shot,gun,31.0,M,N,AZ,True,attack,Not fleeing,True
1370,22/05/16,shot,unarmed,27.0,M,B,FL,False,other,Car,True
1371,22/05/16,shot,gun,35.0,M,H,MA,False,attack,Not fleeing,False
1372,22/05/16,shot,unarmed,22.0,M,B,FL,False,other,Car,False
1373,22/05/16,shot,gun,28.0,M,W,CO,True,attack,Not fleeing,False
1374,23/05/16,shot,gun,26.0,M,N,AZ,False,attack,Foot,True
1375,24/05/16,shot,knife,22.0,M,W,OR,False,other,Not fleeing,False
1377,24/05/16,shot,gun,31.0,M,H,NM,False,attack,Not fleeing,False
1378,25/05/16,shot,knife,43.0,M,W,OK,True,other,Not fleeing,False
1379,25/05/16,shot,vehicle,24.0,M,B,FL,False,other,Car,False
1380,26/05/16,shot,gun,29.0,M,W,MN,False,attack,Not fleeing,False
1381,26/05/16,shot,gun,43.0,M,W,IL,False,attack,Foot,False
1383,26/05/16,shot,undetermined,21.0,M,B,IL,False,undetermined,Foot,False
1384,26/05/16,shot,gun,19.0,M,H,CA,False,attack,Car,False
1386,26/05/16,shot,gun,25.0,M,H,NM,False,attack,Car,False
1387,27/05/16,shot,gun,59.0,M,W,IN,False,attack,Not fleeing,False
1388,28/05/16,shot,gun,50.0,M,B,AL,False,attack,Not fleeing,False
1389,28/05/16,shot,gun,58.0,M,W,NM,False,attack,Not fleeing,True
1390,29/05/16,shot,gun,25.0,M,H,TX,True,attack,Not fleeing,False
1391,29/05/16,shot,knife,32.0,M,W,FL,False,other,Not fleeing,False
1392,29/05/16,shot,gun,53.0,M,W,NC,False,attack,Not fleeing,True
1393,29/05/16,shot and Tasered,unarmed,38.0,M,W,NC,False,other,Car,False
1394,30/05/16,shot,gun,70.0,M,W,OR,False,attack,Not fleeing,False
1395,30/05/16,shot,gun,33.0,M,B,AZ,False,attack,Not fleeing,False
1396,31/05/16,shot,knife,36.0,M,W,OR,False,other,Not fleeing,False
1398,1/6/2016,shot,gun,21.0,M,B,GA,False,attack,Foot,True
1399,1/6/2016,shot,gun,51.0,M,W,KY,False,attack,Foot,False
1400,2/6/2016,shot,knife,43.0,M,B,VA,True,other,Not fleeing,True
1401,2/6/2016,shot,gun,18.0,M,B,NC,False,other,Not fleeing,True
1402,3/6/2016,shot,knife,33.0,M,W,AK,False,other,Not fleeing,False
1403,3/6/2016,shot,knife,34.0,M,N,AZ,False,other,Not fleeing,False
1405,4/6/2016,shot,gun,35.0,M,B,AL,False,attack,Other,True
1406,4/6/2016,shot,knife,31.0,M,W,IN,True,other,Not fleeing,True
1407,5/6/2016,shot,gun,31.0,M,W,FL,False,other,Car,False
1408,6/6/2016,shot,gun,23.0,M,B,OH,False,attack,Not fleeing,False
1409,6/6/2016,shot,knife,25.0,M,O,HI,False,other,Not fleeing,False
1410,7/6/2016,shot,unarmed,25.0,M,W,OK,False,other,Car,True
1411,7/6/2016,shot,vehicle,21.0,M,H,CA,False,other,Not fleeing,False
1412,7/6/2016,shot,gun,49.0,M,B,VA,False,other,Not fleeing,False
1413,7/6/2016,shot,gun,63.0,M,W,GA,False,attack,Not fleeing,False
1414,8/6/2016,shot,gun,43.0,M,H,MO,False,attack,Not fleeing,False
1415,9/6/2016,shot,gun,34.0,M,W,AL,False,attack,Car,False
1417,9/6/2016,shot,gun,52.0,M,B,TX,False,other,Foot,False
1418,9/6/2016,shot,gun,68.0,M,W,MI,True,attack,Not fleeing,True
1420,10/6/2016,shot,gun,31.0,M,B,CA,False,attack,Not fleeing,False
1421,10/6/2016,shot,baseball bat,29.0,M,W,NC,False,other,Not fleeing,False
1422,10/6/2016,shot,gun,32.0,M,H,CO,False,attack,Foot,False
1423,10/6/2016,shot,gun,50.0,M,H,WA,False,attack,Not fleeing,True
1424,11/6/2016,shot,gun,27.0,M,B,MS,False,attack,Car,False
1425,11/6/2016,shot,spear,31.0,M,H,CA,False,other,Not fleeing,False
1426,12/6/2016,shot,gun,29.0,M,O,FL,True,attack,Not fleeing,True
1427,12/6/2016,shot,knife,23.0,M,W,UT,True,other,Not fleeing,False
1428,12/6/2016,shot,gun,61.0,M,B,KY,False,attack,Car,False
1429,13/06/16,shot,gun,33.0,M,W,NY,False,attack,Not fleeing,False
1430,13/06/16,shot,gun,18.0,M,B,AL,False,other,Not fleeing,False
1431,13/06/16,shot,gun,80.0,M,H,RI,False,attack,Car,False
1432,13/06/16,shot,undetermined,43.0,M,W,WA,False,undetermined,Car,False
1433,14/06/16,shot,vehicle,50.0,M,H,ID,False,other,Car,True
1434,14/06/16,shot,gun,47.0,M,W,MO,False,attack,Not fleeing,False
1435,14/06/16,shot,gun,54.0,M,O,TX,False,attack,Not fleeing,False
1436,14/06/16,shot,undetermined,22.0,M,H,CA,False,attack,Not fleeing,False
1437,15/06/16,shot,vehicle,43.0,M,W,OK,False,attack,Car,False
1438,15/06/16,shot,gun,38.0,M,W,WI,True,attack,Car,False
1439,16/06/16,shot,gun,21.0,M,H,NM,False,attack,Car,False
1440,16/06/16,shot,gun,36.0,M,W,MT,False,attack,Not fleeing,True
1441,16/06/16,shot,vehicle,30.0,M,H,CO,False,attack,Car,False
1443,18/06/16,shot,toy weapon,34.0,M,W,AL,False,attack,Not fleeing,True
1444,18/06/16,shot,vehicle,17.0,M,W,CA,False,other,Car,False
1445,18/06/16,shot,unarmed,37.0,M,B,MS,False,attack,Foot,False
1446,19/06/16,shot,gun,25.0,M,B,NY,False,attack,Not fleeing,False
1448,20/06/16,shot,gun,23.0,M,B,SC,False,attack,Not fleeing,False
1449,20/06/16,shot and Tasered,knife,20.0,M,W,AZ,False,other,Not fleeing,True
1450,21/06/16,shot,toy weapon,19.0,M,W,NH,True,attack,Car,False
1451,21/06/16,shot,gun,50.0,M,W,WY,True,attack,Not fleeing,False
1452,21/06/16,shot,undetermined,24.0,M,H,NC,True,attack,Not fleeing,False
1453,22/06/16,shot,gun,25.0,M,W,CO,False,attack,Not fleeing,False
1454,22/06/16,shot,vehicle,20.0,M,B,AL,False,attack,Car,False
1455,22/06/16,shot,knife,37.0,M,W,FL,False,other,Not fleeing,False
1456,22/06/16,shot,gun,44.0,M,B,MS,False,attack,Foot,False
1457,22/06/16,shot,unarmed,22.0,M,B,GA,False,undetermined,Other,False
1458,22/06/16,shot,gun,31.0,M,W,TX,False,attack,Not fleeing,True
1459,23/06/16,shot,gun,25.0,M,B,WI,False,other,Not fleeing,True
1462,24/06/16,shot,gun,36.0,M,B,NJ,False,attack,Not fleeing,False
1463,24/06/16,shot,gun,50.0,M,W,AR,False,attack,Not fleeing,False
1464,24/06/16,shot,gun,42.0,F,W,TX,True,attack,Not fleeing,False
1465,24/06/16,shot,gun,42.0,M,H,OK,True,other,Other,False
1466,24/06/16,shot,gun,26.0,M,H,FL,False,attack,Not fleeing,False
1467,25/06/16,shot,unarmed,19.0,M,W,CA,True,other,Car,True
1468,25/06/16,shot,gun,59.0,M,W,FL,False,attack,Not fleeing,False
1469,25/06/16,shot and Tasered,unarmed,36.0,M,H,GA,False,attack,Other,False
1471,26/06/16,shot,baseball bat,51.0,M,W,MI,True,attack,Not fleeing,False
1472,26/06/16,shot,knife,27.0,M,H,CT,False,other,Not fleeing,False
1473,26/06/16,shot,gun,22.0,M,B,NE,False,attack,Foot,False
1474,26/06/16,shot,gun,30.0,M,B,IL,False,attack,Not fleeing,False
1475,27/06/16,shot,toy weapon,28.0,M,W,IA,True,attack,Not fleeing,False
1476,27/06/16,shot,toy weapon,63.0,M,B,DC,True,attack,Not fleeing,True
1477,27/06/16,shot,gun,32.0,M,W,GA,False,attack,Not fleeing,False
1478,27/06/16,shot,gun,26.0,M,W,NM,False,attack,Not fleeing,False
1479,27/06/16,shot,toy weapon,25.0,M,W,DE,False,other,Car,False
1480,28/06/16,shot,knife,27.0,M,A,CA,False,other,Foot,False
1481,28/06/16,shot,knife,61.0,M,A,HI,False,attack,Not fleeing,False
1482,29/06/16,shot,undetermined,30.0,M,W,KY,False,attack,Not fleeing,False
1484,29/06/16,shot,gun,37.0,M,B,IA,False,attack,Foot,False
1485,29/06/16,shot,pitchfork,41.0,M,W,WI,True,other,Not fleeing,False
1487,30/06/16,shot,gun,24.0,M,W,CO,False,attack,Not fleeing,False
1488,30/06/16,shot,undetermined,44.0,M,H,WY,False,undetermined,Not fleeing,False
1489,1/7/2016,shot,gun,63.0,M,W,SC,False,attack,Not fleeing,False
1490,1/7/2016,shot and Tasered,gun,30.0,M,W,GA,False,attack,Not fleeing,False
1491,1/7/2016,shot,knife,58.0,M,W,WI,False,other,Not fleeing,False
1492,2/7/2016,shot,gun,35.0,M,B,NC,False,other,Car,False
1493,2/7/2016,shot,gun,50.0,M,W,TN,False,attack,Not fleeing,False
1494,3/7/2016,shot,knife,40.0,M,W,LA,True,other,Not fleeing,False
1496,3/7/2016,shot,vehicle,19.0,M,H,CA,False,other,Car,False
1497,4/7/2016,shot,gun,34.0,M,W,SC,False,attack,Not fleeing,True
1498,4/7/2016,shot,gun,18.0,M,H,CA,True,other,Not fleeing,False
1499,4/7/2016,shot,gun,21.0,M,B,DC,False,attack,Not fleeing,False
1501,5/7/2016,shot and Tasered,undetermined,37.0,M,B,LA,False,undetermined,Not fleeing,True
1503,5/7/2016,shot,undetermined,49.0,M,W,CA,False,other,Car,False
1504,5/7/2016,shot,knife,24.0,F,H,AZ,False,other,Not fleeing,False
1505,6/7/2016,shot,gun,32.0,M,B,MN,False,other,Not fleeing,False
1506,6/7/2016,shot,gun,65.0,M,W,OK,False,other,Not fleeing,True
1507,7/7/2016,shot,knife,37.0,M,H,CA,False,other,Not fleeing,False
1508,7/7/2016,shot,vehicle,33.0,M,W,CA,False,other,Car,False
1509,7/7/2016,shot,gun,63.0,M,B,AL,False,attack,Not fleeing,True
1510,8/7/2016,shot,knife,30.0,M,W,AZ,True,other,Not fleeing,False
1511,9/7/2016,shot,gun,40.0,M,B,OK,False,attack,Car,False
1512,10/7/2016,shot,gun,38.0,M,B,TX,False,other,Not fleeing,True
1513,11/7/2016,shot,knife,50.0,M,B,CA,True,other,Not fleeing,True
1514,11/7/2016,shot,gun,41.0,M,B,IL,False,attack,Not fleeing,False
1515,11/7/2016,shot,gun,41.0,M,H,MI,False,attack,Not fleeing,False
1516,11/7/2016,shot,gun,39.0,M,B,NY,False,attack,Foot,False
1517,11/7/2016,shot,gun,44.0,M,W,MI,False,attack,Not fleeing,False
1518,12/7/2016,shot,hatchet,23.0,M,W,AK,True,attack,Not fleeing,False
1519,13/07/16,shot,gun,32.0,M,W,AZ,False,undetermined,Foot,True
1520,13/07/16,shot,toy weapon,56.0,M,W,NY,True,other,Not fleeing,False
1521,14/07/16,shot,gun,33.0,M,B,MD,False,attack,Not fleeing,False
1522,15/07/16,shot,gun,63.0,M,W,NC,True,attack,Not fleeing,False
1523,16/07/16,shot,gun,31.0,M,W,FL,True,attack,Not fleeing,False
1524,16/07/16,shot and Tasered,gun,26.0,M,W,CA,False,attack,Other,False
1525,16/07/16,shot,gun,57.0,M,W,NJ,False,other,Foot,False
1526,17/07/16,shot,gun,39.0,M,W,WI,False,other,Not fleeing,False
1527,17/07/16,shot and Tasered,screwdriver,43.0,M,W,OK,False,attack,Not fleeing,False
1528,17/07/16,shot,gun,42.0,M,B,NY,False,attack,Not fleeing,False
1529,17/07/16,shot,gun,29.0,M,B,LA,True,attack,Not fleeing,False
1530,18/07/16,shot,ax,56.0,M,W,OK,True,other,Not fleeing,False
1531,20/07/16,shot,knife,31.0,M,H,CA,True,other,Not fleeing,False
1532,21/07/16,shot,gun,50.0,M,B,IL,False,attack,Not fleeing,False
1533,21/07/16,shot,gun,36.0,M,O,HI,True,attack,Not fleeing,False
1535,23/07/16,shot,gun,34.0,M,H,TX,False,attack,Not fleeing,False
1536,23/07/16,shot,knife,49.0,M,B,WI,False,attack,Not fleeing,False
1537,23/07/16,shot,gun,31.0,M,B,CA,False,attack,Foot,False
1538,24/07/16,shot,hatchet and gun,36.0,M,W,CA,True,attack,Not fleeing,False
1539,24/07/16,shot,knife,29.0,M,N,NM,True,other,Not fleeing,False
1540,25/07/16,shot,gun,32.0,M,B,IN,False,attack,Car,False
1541,25/07/16,shot,gun,18.0,M,B,CA,False,attack,Foot,False
1542,26/07/16,shot,gun,50.0,M,W,WI,False,attack,Car,False
1544,27/07/16,shot,knife,33.0,M,W,TN,False,other,Foot,True
1545,27/07/16,shot,gun,17.0,M,B,LA,False,attack,Foot,False
1546,27/07/16,shot,unarmed,19.0,M,B,AZ,True,attack,Foot,False
1547,27/07/16,shot,knife,24.0,M,W,AZ,False,other,Foot,True
1548,27/07/16,shot,knife,24.0,M,H,CA,True,other,Not fleeing,False
1549,27/07/16,shot,knife,20.0,M,W,MT,False,attack,Not fleeing,False
1550,28/07/16,shot,undetermined,41.0,M,H,NV,False,undetermined,Not fleeing,False
1552,28/07/16,shot,vehicle,18.0,M,B,IL,False,other,Car,True
1553,28/07/16,shot,gun,31.0,M,H,AZ,False,attack,Other,False
1554,28/07/16,shot,unarmed,27.0,M,B,CA,False,attack,Other,False
1555,28/07/16,shot,undetermined,36.0,M,H,CA,False,other,Car,True
1556,29/07/16,shot,gun,59.0,M,W,NC,False,attack,Not fleeing,False
1557,29/07/16,shot,gun,40.0,F,W,AL,False,attack,Not fleeing,False
1558,31/07/16,shot,rock,32.0,M,W,KY,False,attack,Foot,False
1559,31/07/16,shot,undetermined,38.0,M,H,WA,False,undetermined,Not fleeing,False
1560,31/07/16,shot,knife,18.0,M,A,NJ,True,other,Not fleeing,True
1562,1/8/2016,shot,gun,23.0,F,B,MD,False,attack,Not fleeing,False
1563,1/8/2016,shot,vehicle,43.0,M,W,SC,False,attack,Car,False
1564,1/8/2016,shot,gun,67.0,M,W,VA,False,attack,Not fleeing,False
1565,2/8/2016,shot,gun,22.0,M,W,SC,False,attack,Car,False
1566,2/8/2016,shot,knife,31.0,M,W,MN,False,other,Not fleeing,False
1567,2/8/2016,shot,gun,43.0,M,B,FL,True,attack,Not fleeing,False
1568,2/8/2016,shot,gun,34.0,M,W,ID,True,attack,Car,False
1569,2/8/2016,shot,undetermined,51.0,M,W,CA,False,other,Foot,False
1570,3/8/2016,shot,gun,31.0,M,W,UT,False,attack,Foot,False
1571,3/8/2016,shot,knife,54.0,M,W,MI,False,attack,Not fleeing,False
1572,3/8/2016,shot,gun,69.0,M,W,VA,False,other,Car,False
1573,5/8/2016,shot,knife,58.0,M,W,VA,True,other,Not fleeing,False
1574,5/8/2016,shot,gun,26.0,M,B,GA,True,attack,Not fleeing,False
1576,5/8/2016,shot,gun,59.0,M,W,WI,True,attack,Not fleeing,False
1577,7/8/2016,shot,knife,25.0,M,B,OH,True,attack,Not fleeing,False
1578,7/8/2016,shot,knife,20.0,M,B,PA,True,other,Not fleeing,False
1579,8/8/2016,shot,gun,69.0,M,W,SC,True,attack,Not fleeing,False
1580,8/8/2016,shot,knife,57.0,M,B,KY,False,other,Not fleeing,True
1581,8/8/2016,shot,gun,56.0,M,W,CA,False,attack,Not fleeing,False
1582,8/8/2016,shot,gun,64.0,M,W,NC,False,attack,Not fleeing,False
1583,8/8/2016,shot,undetermined,34.0,M,H,KY,False,attack,Other,False
1584,9/8/2016,shot,gun,45.0,M,W,OH,True,other,Not fleeing,False
1585,9/8/2016,shot,gun,14.0,M,H,CA,False,attack,Foot,True
1586,9/8/2016,shot,undetermined,44.0,M,W,SC,False,other,Not fleeing,False
1587,11/8/2016,shot,gun,54.0,M,W,LA,False,attack,Not fleeing,False
1588,11/8/2016,shot,gun,59.0,M,W,WA,True,attack,Not fleeing,False
1589,11/8/2016,shot,knife,33.0,M,H,CA,False,undetermined,Other,False
1590,12/8/2016,shot,undetermined,22.0,M,H,AZ,False,other,Car,False
1591,12/8/2016,shot and Tasered,hammer,49.0,M,W,OK,True,other,Not fleeing,True
1592,13/08/16,shot,vehicle,36.0,M,H,CA,False,other,Car,False
1593,13/08/16,shot,gun,23.0,M,B,WI,False,other,Foot,True
1594,13/08/16,shot,knife,38.0,M,H,AZ,True,attack,Not fleeing,False
1595,13/08/16,shot,gun,53.0,M,W,CO,False,other,Not fleeing,False
1596,15/08/16,shot,metal pole,29.0,M,H,VA,True,other,Not fleeing,False
1597,15/08/16,shot,gun,42.0,M,W,TN,False,attack,Other,False
1598,16/08/16,shot,unarmed,25.0,M,H,AZ,False,attack,Not fleeing,False
1599,16/08/16,shot,gun,18.0,M,B,CA,False,other,Foot,False
1600,16/08/16,shot,gun,55.0,M,W,WV,False,other,Not fleeing,False
1601,16/08/16,shot,gun,36.0,M,W,OH,False,other,Car,False
1602,16/08/16,shot,gun,32.0,M,W,NC,False,attack,Foot,True
1603,16/08/16,shot,toy weapon,53.0,M,W,AZ,False,other,Not fleeing,False
1604,16/08/16,shot,gun,30.0,M,B,CA,False,other,Foot,True
1605,17/08/16,shot,piece of wood,27.0,M,B,WA,False,attack,Not fleeing,False
1606,18/08/16,shot,gun,37.0,M,H,CA,False,attack,Car,False
1607,18/08/16,shot,unarmed,29.0,M,W,NC,False,other,Car,True
1608,18/08/16,shot,knife,40.0,M,W,CA,False,other,Not fleeing,False
1609,18/08/16,shot,undetermined,36.0,M,W,KS,False,other,Car,False
1610,18/08/16,shot,gun,38.0,M,W,CA,False,attack,Car,False
1611,18/08/16,shot,gun,29.0,M,W,NM,False,other,Not fleeing,False
1612,18/08/16,shot,gun,59.0,M,W,CA,True,attack,Not fleeing,False
1613,19/08/16,shot,bayonet,47.0,M,H,CA,True,undetermined,Not fleeing,False
1614,19/08/16,shot,gun,22.0,M,H,AZ,False,attack,Not fleeing,False
1615,19/08/16,shot,toy weapon,31.0,M,W,WI,True,attack,Not fleeing,True
1616,19/08/16,shot,undetermined,29.0,M,W,NV,False,undetermined,Car,False
1617,19/08/16,shot,knife,54.0,M,W,TN,False,other,Not fleeing,False
1618,20/08/16,shot,knife,71.0,M,H,CA,False,other,Not fleeing,True
1619,21/08/16,shot,knife,36.0,M,H,NM,False,other,Not fleeing,True
1620,22/08/16,shot,knife,34.0,M,B,OH,False,attack,Not fleeing,False
1621,23/08/16,shot,gun,49.0,M,W,TX,False,other,Car,False
1622,24/08/16,shot,gun,36.0,M,H,TX,False,attack,Foot,False
1623,24/08/16,shot,gun,43.0,M,W,FL,True,other,Not fleeing,False
1624,24/08/16,shot,gun,53.0,M,W,TN,False,attack,Not fleeing,False
1626,25/08/16,shot,gun,31.0,M,B,CA,False,attack,Foot,False
1627,25/08/16,shot,undetermined,32.0,M,H,CA,False,undetermined,Not fleeing,False
1628,26/08/16,shot,gun,41.0,M,W,NV,False,attack,Foot,False
1629,27/08/16,shot,toy weapon,26.0,M,H,AZ,False,attack,Not fleeing,False
1631,27/08/16,shot,gun,82.0,M,W,WV,False,attack,Not fleeing,True
1632,28/08/16,shot,gun,37.0,M,W,MN,True,attack,Not fleeing,False
1633,29/08/16,shot,gun,24.0,M,B,NC,False,attack,Foot,False
