Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
14/02/17,shot,gun,64,M,W,IN,FALSE,attack,Not fleeing,FALSE
15/02/17,shot,gun,24,M,B,NC,FALSE,attack,Foot,FALSE
15/02/17,shot,knife,33,M,W,MO,FALSE,other,Not fleeing,FALSE
15/02/17,shot,unknown weapon,55,M,H,CA,FALSE,attack,Not fleeing,FALSE
16/02/17,shot,gun,17,M,B,NY,FALSE,attack,Foot,FALSE
16/02/17,shot,gun,48,M,H,TX,FALSE,attack,Not fleeing,FALSE
16/02/17,shot,gun,21,M,B,CA,FALSE,attack,Foot,FALSE
17/02/17,shot,unarmed,30,M,W,TX,TRUE,attack,Not fleeing,TRUE
17/02/17,shot,knife,34,M,W,OK,TRUE,attack,Not fleeing,FALSE
17/02/17,shot,gun,35,M,B,AK,FALSE,attack,Not fleeing,FALSE
17/02/17,shot,gun,32,M,W,CA,FALSE,attack,Not fleeing,FALSE
18/02/17,shot,toy weapon,22,M,B,ME,TRUE,other,Not fleeing,FALSE
18/02/17,shot,gun,46,M,B,NC,FALSE,attack,Not fleeing,FALSE
19/02/17,shot,knife,27,M,B,OH,FALSE,attack,Not fleeing,FALSE
19/02/17,shot,toy weapon,18,M,H,NY,FALSE,attack,Foot,FALSE
19/02/17,shot,gun,33,M,W,AR,FALSE,attack,Not fleeing,FALSE
19/02/17,shot,gun,26,M,H,AZ,FALSE,attack,Not fleeing,FALSE
20/02/17,shot,vehicle,27,M,W,MO,FALSE,attack,Not fleeing,FALSE
20/02/17,shot and Tasered,knife,26,M,W,FL,FALSE,attack,Not fleeing,FALSE
21/02/17,shot,gun,51,M,W,OR,TRUE,other,Not fleeing,FALSE
21/02/17,shot,gun,63,M,B,MO,FALSE,attack,Not fleeing,FALSE
21/02/17,shot,gun,38,M,H,UT,FALSE,attack,Not fleeing,TRUE
21/02/17,shot,gun,25,M,H,UT,FALSE,attack,Not fleeing,TRUE
21/02/17,shot,gun,39,M,H,CO,FALSE,other,Other,FALSE
22/02/17,shot,knife,41,M,B,TX,FALSE,attack,Not fleeing,FALSE
22/02/17,shot,knife,26,M,W,WV,TRUE,other,Not fleeing,FALSE
22/02/17,shot,knife,30,F,B,TX,TRUE,other,Car,FALSE
23/02/17,shot,gun,33,M,H,KS,FALSE,attack,Not fleeing,FALSE
23/02/17,shot,gun,38,M,W,OH,FALSE,attack,Not fleeing,FALSE
23/02/17,shot,gun,24,M,H,NV,FALSE,other,Foot,FALSE
23/02/17,shot,gun,47,M,B,DC,FALSE,attack,Foot,TRUE
24/02/17,shot,gun,62,M,W,PA,FALSE,attack,Not fleeing,FALSE
24/02/17,shot,gun,30,M,W,KY,TRUE,attack,Not fleeing,FALSE
24/02/17,shot,gun,33,F,W,TX,FALSE,attack,Car,FALSE
25/02/17,shot,toy weapon,23,M,B,CA,FALSE,attack,Foot,FALSE
25/02/17,shot,gun,39,M,W,GA,FALSE,attack,Car,FALSE
26/02/17,shot,vehicle,46,F,W,CA,FALSE,other,Car,FALSE
26/02/17,shot,gun,36,M,W,UT,TRUE,other,Not fleeing,FALSE
26/02/17,shot,gun,66,M,W,FL,FALSE,other,Car,FALSE
27/02/17,shot,gun,27,M,W,NC,TRUE,attack,Foot,FALSE
27/02/17,shot,gun,40,M,W,WI,FALSE,attack,Not fleeing,FALSE
28/02/17,shot,gun,25,M,B,TX,FALSE,attack,Not fleeing,FALSE
28/02/17,shot,gun,20,M,B,FL,FALSE,attack,Foot,FALSE
1/3/2017,shot,knife,40,M,B,TX,FALSE,attack,Not fleeing,TRUE
2/3/2017,shot,unknown weapon,33,M,W,WI,TRUE,attack,Not fleeing,FALSE
2/3/2017,shot,baseball bat,34,M,H,CA,FALSE,other,Not fleeing,FALSE
2/3/2017,shot,toy weapon,27,M,H,AZ,FALSE,attack,Not fleeing,FALSE
2/3/2017,shot,knife,37,M,H,NJ,TRUE,other,Not fleeing,FALSE
3/3/2017,shot,gun,32,M,W,CO,TRUE,other,Not fleeing,FALSE
3/3/2017,shot,toy weapon,25,M,N,CA,FALSE,attack,Not fleeing,FALSE
4/3/2017,shot,vehicle,38,M,W,OK,FALSE,attack,Car,TRUE
4/3/2017,shot,gun,50,M,W,SC,TRUE,attack,Not fleeing,FALSE
4/3/2017,shot and Tasered,pipe,70,M,H,CA,FALSE,other,Not fleeing,FALSE
4/3/2017,shot,metal object,26,M,W,CA,FALSE,other,Foot,FALSE
7/3/2017,shot and Tasered,sharp object,41,M,B,CA,FALSE,other,Not fleeing,FALSE
8/3/2017,shot,gun,91,M,W,PA,FALSE,attack,Not fleeing,FALSE
8/3/2017,shot,gun,25,M,W,NC,TRUE,other,Not fleeing,FALSE
9/3/2017,shot,baseball bat and bottle,29,M,W,CA,TRUE,other,Not fleeing,FALSE
10/3/2017,shot,gun,40,M,W,CA,TRUE,attack,Not fleeing,FALSE
11/3/2017,shot,gun,51,M,W,TX,FALSE,attack,Not fleeing,FALSE
12/3/2017,shot and Tasered,knife,33,M,H,CA,TRUE,other,Not fleeing,FALSE
12/3/2017,shot,knife,28,M,H,WA,FALSE,attack,Foot,TRUE
13/03/17,shot,knife,23,M,W,CA,TRUE,other,Not fleeing,FALSE
13/03/17,shot,vehicle,20,M,B,MD,FALSE,other,Other,TRUE
14/03/17,shot,vehicle,36,M,W,WA,FALSE,attack,Not fleeing,FALSE
14/03/17,shot,unknown weapon,18,M,W,CO,FALSE,attack,Not fleeing,FALSE
15/03/17,shot,gun,29,M,B,MN,FALSE,other,Not fleeing,FALSE
15/03/17,shot,vehicle,25,M,W,AZ,FALSE,other,Car,FALSE
16/03/17,shot,gun,34,M,B,MI,FALSE,attack,Not fleeing,FALSE
16/03/17,shot,gun,32,M,B,WI,FALSE,other,Not fleeing,FALSE
16/03/17,shot and Tasered,gun,32,M,B,NC,FALSE,attack,Not fleeing,FALSE
16/03/17,shot,gun,58,M,W,FL,TRUE,attack,Not fleeing,FALSE
16/03/17,shot,vehicle,36,M,B,TN,TRUE,attack,Not fleeing,TRUE
17/03/17,shot,knife,25,M,W,ME,FALSE,other,Not fleeing,FALSE
17/03/17,shot,toy weapon,59,F,W,TN,TRUE,attack,Not fleeing,FALSE
17/03/17,shot and Tasered,knife,25,M,B,CA,TRUE,other,Not fleeing,FALSE
18/03/17,shot,gun,25,M,W,KS,FALSE,attack,Not fleeing,FALSE
18/03/17,shot,gun,42,M,W,ID,FALSE,attack,Not fleeing,FALSE
18/03/17,shot,vehicle,36,M,W,GA,FALSE,other,Car,FALSE
19/03/17,shot,gun,59,M,W,MO,FALSE,attack,Other,FALSE
19/03/17,shot,unarmed,21,F,B,FL,FALSE,other,Not fleeing,FALSE
19/03/17,shot,gun,19,M,W,FL,FALSE,attack,Foot,FALSE
19/03/17,shot,gun,45,M,H,FL,TRUE,other,Car,FALSE
22/03/17,shot,knife,42,M,W,KY,FALSE,other,Not fleeing,FALSE
22/03/17,shot,gun,27,M,B,LA,FALSE,attack,Not fleeing,FALSE
23/03/17,shot,knife,42,M,B,AR,FALSE,attack,Car,FALSE
23/03/17,shot,knife,24,M,H,AZ,FALSE,attack,Not fleeing,FALSE
24/03/17,shot,knife,39,M,B,MD,TRUE,other,Not fleeing,TRUE
24/03/17,shot,gun,18,M,W,CA,FALSE,attack,Not fleeing,FALSE
24/03/17,shot,gun,26,M,H,TX,FALSE,other,Foot,FALSE
25/03/17,shot,gun,35,M,H,CA,FALSE,other,Foot,FALSE
26/03/17,shot,gun,53,M,W,CA,FALSE,attack,Not fleeing,FALSE
26/03/17,shot,undetermined,56,M,W,FL,TRUE,undetermined,Not fleeing,FALSE
26/03/17,shot,gun,54,M,W,AR,FALSE,attack,Foot,FALSE
26/03/17,shot,gun,36,M,W,AK,FALSE,attack,Other,FALSE
27/03/17,shot,gun,51,M,W,TN,FALSE,attack,Not fleeing,FALSE
27/03/17,shot,gun,45,M,W,MS,FALSE,attack,Car,FALSE
27/03/17,shot,knife,28,M,W,MD,FALSE,other,Not fleeing,TRUE
28/03/17,shot,gun,36,M,W,IN,FALSE,attack,Car,FALSE
28/03/17,shot,gun,73,M,W,MI,FALSE,attack,Not fleeing,FALSE
29/03/17,shot,gun,26,M,W,TN,FALSE,other,Not fleeing,FALSE
29/03/17,shot,gun,41,M,W,IL,FALSE,attack,Car,FALSE
29/03/17,shot,gun,59,M,W,OK,FALSE,attack,Car,FALSE
29/03/17,shot,vehicle,28,M,B,DE,FALSE,other,Car,FALSE
29/03/17,shot,gun,45,M,W,KY,FALSE,attack,Not fleeing,FALSE
29/03/17,shot,vehicle,27,M,W,TX,FALSE,other,Car,FALSE
30/03/17,shot,vehicle,46,M,W,NJ,FALSE,other,Car,FALSE
3/4/2017,shot and Tasered,vehicle,46,M,H,SC,FALSE,other,Not fleeing,TRUE
4/4/2017,shot,unarmed,47,M,H,CA,FALSE,other,Foot,FALSE
4/4/2017,shot,vehicle,32,M,H,TX,FALSE,attack,Car,FALSE
4/4/2017,shot,gun,65,M,W,CA,FALSE,attack,Car,FALSE
5/4/2017,shot,gun,19,M,H,IN,FALSE,attack,Car,FALSE
6/4/2017,shot,toy weapon,39,M,B,OH,TRUE,attack,Not fleeing,FALSE
6/4/2017,shot,gun,38,M,W,OH,TRUE,attack,Not fleeing,FALSE
6/4/2017,shot,gun,68,M,W,FL,FALSE,attack,Not fleeing,FALSE
6/4/2017,shot,gun,49,M,B,FL,FALSE,attack,Not fleeing,FALSE
6/4/2017,shot,gun,37,M,B,NJ,FALSE,attack,Not fleeing,FALSE
7/4/2017,shot,gun,33,M,A,SD,FALSE,attack,Car,FALSE
8/4/2017,shot,knife,25,M,W,WI,FALSE,other,Not fleeing,FALSE
9/4/2017,shot,knife,36,M,H,CA,FALSE,attack,Not fleeing,FALSE
10/4/2017,shot,gun,30,M,W,OH,FALSE,other,Not fleeing,FALSE
12/4/2017,shot,gun,28,M,B,CA,FALSE,other,Not fleeing,FALSE
13/04/17,shot,vehicle,28,M,W,AZ,FALSE,other,Not fleeing,FALSE
13/04/17,shot,gun,25,M,W,KS,FALSE,attack,Car,FALSE
14/04/17,shot,gun,35,M,W,WA,FALSE,other,Car,FALSE
14/04/17,shot,knife,24,M,N,ND,FALSE,other,Not fleeing,FALSE
15/04/17,shot,knife,56,M,W,CA,FALSE,other,Not fleeing,FALSE
15/04/17,shot,gun,56,M,W,OH,TRUE,attack,Not fleeing,FALSE
15/04/17,shot,undetermined,16,M,H,CA,FALSE,undetermined,Not fleeing,TRUE
16/04/17,shot,gun,47,M,W,MN,FALSE,other,Not fleeing,FALSE
17/04/17,shot,vehicle,33,M,W,TN,FALSE,other,Car,FALSE
18/04/17,shot,vehicle,32,M,W,WV,FALSE,attack,Car,FALSE
19/04/17,shot,gun,21,M,B,DE,FALSE,attack,Other,TRUE
20/04/17,shot,gun,64,M,W,OK,FALSE,attack,Not fleeing,FALSE
20/04/17,shot,vehicle,25,M,H,AZ,FALSE,other,Car,FALSE
20/04/17,shot,unarmed,17,F,W,AZ,FALSE,undetermined,Car,FALSE
21/04/17,shot,gun,25,M,W,OR,TRUE,other,Not fleeing,FALSE
22/04/17,shot,hatchet and gun,43,M,A,CA,FALSE,attack,Foot,FALSE
22/04/17,shot,vehicle,39,M,B,IN,TRUE,other,Not fleeing,FALSE
22/04/17,shot,knife,24,M,W,OH,TRUE,other,Not fleeing,FALSE
23/04/17,shot,gun,70,M,W,AZ,FALSE,attack,Not fleeing,FALSE
24/04/17,shot,gun,79,M,W,PA,TRUE,attack,Not fleeing,FALSE
24/04/17,shot,gun,16,M,B,TX,FALSE,other,Foot,TRUE
24/04/17,shot,unarmed,35,M,W,OR,FALSE,attack,Not fleeing,FALSE
25/04/17,shot,vehicle,20,M,H,CA,FALSE,other,Car,FALSE
25/04/17,shot and Tasered,knife,27,M,B,GA,FALSE,other,Not fleeing,FALSE
26/04/17,shot and Tasered,Taser,57,M,B,FL,FALSE,other,Not fleeing,FALSE
26/04/17,shot,vehicle,32,M,W,OH,FALSE,other,Car,FALSE
27/04/17,shot,gun,26,M,B,DE,FALSE,attack,Not fleeing,FALSE
27/04/17,shot,gun,53,M,W,SD,FALSE,attack,Not fleeing,FALSE
28/04/17,shot,gun,32,M,B,GA,FALSE,attack,Not fleeing,FALSE
28/04/17,shot,gun,25,M,H,CA,FALSE,attack,Not fleeing,FALSE
29/04/17,shot,unarmed,15,M,B,TX,FALSE,undetermined,Not fleeing,TRUE
29/04/17,shot,crossbow,59,M,W,HI,FALSE,other,Not fleeing,FALSE
29/04/17,shot,gun,35,M,B,VA,FALSE,attack,Not fleeing,FALSE
30/04/17,shot,gun,32,M,W,OK,TRUE,attack,Not fleeing,FALSE
30/04/17,shot,gun,49,M,W,CA,FALSE,attack,Not fleeing,FALSE
30/04/17,shot,gun,46,M,B,MI,FALSE,attack,Not fleeing,FALSE
1/5/2017,shot,gun,25,M,W,TX,FALSE,attack,Not fleeing,FALSE
2/5/2017,shot and Tasered,knife,48,M,B,TX,FALSE,attack,Not fleeing,FALSE
2/5/2017,shot,gun,20,M,H,TX,TRUE,other,Not fleeing,FALSE
3/5/2017,shot,gun,24,M,W,CA,TRUE,attack,Not fleeing,FALSE
3/5/2017,shot,gun,18,M,B,MI,FALSE,attack,Not fleeing,TRUE
3/5/2017,shot,gun,67,M,W,GA,TRUE,attack,Not fleeing,FALSE
3/5/2017,shot,knife,26,M,W,CA,FALSE,attack,Not fleeing,TRUE
6/5/2017,shot,toy weapon,15,M,W,CA,TRUE,attack,Not fleeing,TRUE
7/5/2017,shot,ax,62,M,W,NV,TRUE,other,Not fleeing,FALSE
7/5/2017,shot,gun,24,M,B,TX,FALSE,attack,Foot,FALSE
7/5/2017,shot,undetermined,27,M,B,AL,FALSE,undetermined,Other,FALSE
7/5/2017,shot,unarmed,26,M,H,NY,FALSE,attack,Foot,FALSE
8/5/2017,shot,rock,32,M,B,CA,TRUE,attack,Foot,FALSE
8/5/2017,shot,gun,29,M,W,CA,FALSE,attack,Not fleeing,FALSE
9/5/2017,shot,vehicle,16,M,H,CT,FALSE,undetermined,Car,FALSE
9/5/2017,shot,gun,25,M,B,FL,TRUE,attack,Not fleeing,FALSE
9/5/2017,shot,unarmed,39,M,W,SC,FALSE,other,Foot,FALSE
9/5/2017,shot,gun,34,M,W,OH,FALSE,attack,Not fleeing,FALSE
9/5/2017,shot,toy weapon,36,M,W,MI,TRUE,attack,Not fleeing,FALSE
10/5/2017,shot,knife,24,M,B,OR,TRUE,other,Foot,FALSE
10/5/2017,shot,gun,50,F,B,MO,FALSE,attack,Not fleeing,FALSE
10/5/2017,shot and Tasered,vehicle,50,M,W,CA,FALSE,other,Car,FALSE
12/5/2017,shot and Tasered,knife,51,M,B,PA,FALSE,other,Not fleeing,FALSE
12/5/2017,shot,gun,30,M,W,MT,TRUE,attack,Not fleeing,FALSE
12/5/2017,shot,gun,46,M,W,FL,FALSE,attack,Car,FALSE
13/05/17,shot,gun,37,M,W,WI,FALSE,attack,Foot,FALSE
14/05/17,shot,gun,41,M,H,AZ,FALSE,attack,Car,FALSE
14/05/17,shot,gun,48,M,W,VA,TRUE,attack,Not fleeing,FALSE
15/05/17,shot,gun,27,F,B,AZ,FALSE,other,Not fleeing,FALSE
15/05/17,shot,gun,29,M,B,VA,FALSE,other,Not fleeing,FALSE
15/05/17,shot,gun,47,M,W,TN,TRUE,attack,Other,FALSE
15/05/17,shot,crossbow,48,M,W,OK,FALSE,attack,Not fleeing,FALSE
16/05/17,shot,gun,41,F,W,DC,FALSE,attack,Not fleeing,FALSE
16/05/17,shot,gun,24,M,H,CA,TRUE,attack,Not fleeing,FALSE
16/05/17,shot,gun,38,M,W,MT,FALSE,attack,Car,FALSE
17/05/17,shot,vehicle,28,M,W,VA,FALSE,attack,Car,FALSE
20/05/17,shot,fireworks,47,M,W,PA,TRUE,other,Not fleeing,FALSE
20/05/17,shot,gun,65,M,W,ME,FALSE,attack,Not fleeing,FALSE
20/05/17,shot,toy weapon,58,M,W,CA,TRUE,attack,Not fleeing,TRUE
21/05/17,shot,gun,33,M,B,WI,FALSE,attack,Not fleeing,FALSE
21/05/17,shot,gun,43,M,W,PA,FALSE,attack,Car,FALSE
21/05/17,shot,undetermined,24,M,B,LA,FALSE,other,Not fleeing,FALSE
21/05/17,shot,unarmed,37,M,H,FL,FALSE,attack,Not fleeing,FALSE
23/05/17,shot and Tasered,gun,21,M,H,AZ,FALSE,attack,Other,FALSE
23/05/17,shot,gun,65,M,W,NV,FALSE,attack,Not fleeing,FALSE
23/05/17,shot,gun,59,M,W,CA,FALSE,other,Not fleeing,FALSE
23/05/17,shot,gun,74,M,W,TN,FALSE,attack,Not fleeing,FALSE
24/05/17,shot,unarmed,24,M,W,OH,TRUE,attack,Not fleeing,TRUE
25/05/17,shot,gun,23,M,W,AK,FALSE,attack,Car,FALSE
26/05/17,shot,undetermined,59,M,H,NM,FALSE,undetermined,Not fleeing,FALSE
26/05/17,shot,toy weapon,34,M,W,AZ,TRUE,attack,Not fleeing,FALSE
27/05/17,shot,vehicle,30,M,W,TN,FALSE,other,Car,FALSE
28/05/17,shot,gun,22,M,B,NC,FALSE,attack,Not fleeing,FALSE
29/05/17,shot,gun,37,M,W,ME,FALSE,other,Not fleeing,FALSE
29/05/17,shot,vehicle,20,M,H,CA,FALSE,attack,Car,TRUE
30/05/17,shot,gun,18,M,H,UT,FALSE,attack,Car,FALSE
31/05/17,shot,gun,17,M,W,CO,FALSE,other,Other,FALSE
1/6/2017,shot,gun,27,M,H,NV,TRUE,attack,Not fleeing,FALSE
2/6/2017,shot,vehicle,51,M,W,FL,FALSE,attack,Car,FALSE
2/6/2017,shot,gun,29,M,B,AL,FALSE,attack,Not fleeing,FALSE
2/6/2017,shot,undetermined,34,M,B,MS,FALSE,undetermined,Not fleeing,FALSE
2/6/2017,shot,gun,18,M,A,OK,FALSE,attack,Foot,FALSE
2/6/2017,shot,gun,17,M,B,IL,FALSE,attack,Not fleeing,FALSE
2/6/2017,shot,gun,55,M,H,TX,FALSE,attack,Not fleeing,FALSE
3/6/2017,shot,gun,44,M,W,AZ,FALSE,attack,Not fleeing,FALSE
4/6/2017,shot,gun,66,M,W,CA,TRUE,attack,Not fleeing,FALSE
5/6/2017,shot,gun,45,M,W,KY,FALSE,attack,Car,FALSE
5/6/2017,shot,gun,34,M,W,FL,FALSE,attack,Other,FALSE
6/6/2017,shot,gun,54,M,W,ME,FALSE,attack,Not fleeing,FALSE
7/6/2017,shot,gun,21,M,W,MO,FALSE,attack,Not fleeing,FALSE
7/6/2017,shot,gun,35,M,W,MD,FALSE,attack,Not fleeing,TRUE
8/6/2017,shot,gun,45,M,H,CA,FALSE,attack,Not fleeing,FALSE
8/6/2017,shot and Tasered,gun,30,M,B,PA,FALSE,other,Foot,FALSE
8/6/2017,shot,gun,58,M,W,OK,TRUE,attack,Not fleeing,FALSE
9/6/2017,shot and Tasered,knife,29,M,B,OK,TRUE,other,Not fleeing,FALSE
9/6/2017,shot,gun,44,M,H,IL,FALSE,attack,Car,FALSE
10/6/2017,shot,gun,53,M,W,IA,FALSE,other,Not fleeing,FALSE
10/6/2017,shot,knife,60,M,W,TX,TRUE,other,Not fleeing,FALSE
11/6/2017,shot,undetermined,19,M,B,WI,FALSE,other,Car,FALSE
12/6/2017,shot and Tasered,knife,45,M,H,CA,FALSE,other,Not fleeing,FALSE
12/6/2017,shot,gun,63,M,H,TX,FALSE,attack,Not fleeing,FALSE
12/6/2017,shot,gun,50,M,W,KY,FALSE,attack,Not fleeing,FALSE
12/6/2017,shot,gun,35,M,W,LA,FALSE,other,Not fleeing,FALSE
13/06/17,shot,gun,24,M,W,IL,FALSE,attack,Foot,FALSE
13/06/17,shot,gun,36,M,W,NH,FALSE,other,Not fleeing,FALSE
13/06/17,shot,gun,35,M,B,LA,FALSE,other,Not fleeing,FALSE
13/06/17,shot,gun,33,M,B,MO,FALSE,attack,Not fleeing,FALSE
14/06/17,shot and Tasered,pen,20,M,A,WA,FALSE,attack,Not fleeing,FALSE
14/06/17,shot,gun,66,M,W,VA,FALSE,attack,Not fleeing,FALSE
14/06/17,shot,knife,54,M,W,TN,TRUE,other,Not fleeing,FALSE
15/06/17,shot,gun,40,M,W,NH,FALSE,undetermined,Car,FALSE
16/06/17,shot,gun,41,M,W,MS,FALSE,attack,Car,FALSE
16/06/17,shot,machete,32,M,H,CA,TRUE,other,Not fleeing,FALSE
16/06/17,shot,gun,37,M,W,CA,FALSE,other,Foot,FALSE
18/06/17,shot,knife,30,F,B,WA,TRUE,other,Not fleeing,FALSE
18/06/17,shot,gun,64,M,W,WI,TRUE,other,Not fleeing,FALSE
19/06/17,shot,gun,21,M,N,AK,TRUE,attack,Foot,FALSE
19/06/17,shot,gun,28,M,W,TX,FALSE,other,Not fleeing,FALSE
20/06/17,shot,gun,40,M,W,TN,FALSE,attack,Car,FALSE
20/06/17,shot,gun,32,M,W,OH,TRUE,attack,Other,FALSE
20/06/17,shot,gun,50,M,W,KS,TRUE,other,Not fleeing,FALSE
21/06/17,shot,vehicle,33,M,W,MO,FALSE,undetermined,Car,FALSE
22/06/17,shot,unarmed,17,M,H,CA,FALSE,other,Not fleeing,FALSE
23/06/17,shot,vehicle,34,M,H,AZ,FALSE,attack,Car,FALSE
24/06/17,shot,gun,37,M,W,OR,TRUE,attack,Car,FALSE
24/06/17,shot,gun,47,M,W,OK,FALSE,attack,Foot,FALSE
24/06/17,shot,vehicle,20,M,B,WA,FALSE,other,Car,FALSE
25/06/17,shot,gun,56,M,B,SC,FALSE,undetermined,Foot,FALSE
25/06/17,shot,gun,24,M,B,OK,FALSE,attack,Not fleeing,TRUE
25/06/17,shot,gun,47,M,W,AZ,FALSE,attack,Not fleeing,FALSE
28/06/17,shot,screwdriver,37,M,B,TN,FALSE,attack,Not fleeing,FALSE
29/06/17,shot,unarmed,45,M,B,IN,FALSE,other,Car,FALSE
30/06/17,shot,gun,33,M,H,CO,FALSE,other,Foot,FALSE
1/7/2017,shot,gun,23,M,H,AZ,FALSE,other,Not fleeing,TRUE
1/7/2017,shot,gun,37,M,B,IL,FALSE,other,Not fleeing,TRUE
4/7/2017,shot,knife,36,M,B,OH,FALSE,attack,Not fleeing,FALSE
5/7/2017,shot,gun,34,M,B,NY,FALSE,attack,Foot,FALSE
5/7/2017,shot,gun,29,F,W,IA,FALSE,attack,Foot,TRUE
5/7/2017,shot,gun,45,M,W,OK,FALSE,attack,Not fleeing,FALSE
5/7/2017,shot,undetermined,24,M,H,CA,FALSE,undetermined,Foot,FALSE
8/7/2017,shot,gun,50,F,W,NC,FALSE,attack,Not fleeing,FALSE
11/7/2017,shot,gun,34,M,W,WI,TRUE,other,Car,FALSE
11/7/2017,shot,undetermined,47,M,B,KS,FALSE,undetermined,Not fleeing,FALSE
15/07/17,shot,unarmed,40,F,W,MN,FALSE,undetermined,Not fleeing,FALSE
17/07/17,shot,gun,37,M,H,TX,FALSE,attack,Not fleeing,FALSE
18/07/17,shot,gun,32,M,W,AL,FALSE,attack,Not fleeing,FALSE
20/07/17,shot,gun,52,M,W,MO,FALSE,attack,Not fleeing,FALSE
20/07/17,shot,gun,27,M,B,MO,FALSE,attack,Car,FALSE
23/07/17,shot,toy weapon,49,M,W,MA,FALSE,attack,Car,FALSE
23/07/17,shot,gun,59,M,W,WI,TRUE,attack,Not fleeing,FALSE
23/07/17,shot,gun,41,M,H,MS,FALSE,attack,Not fleeing,FALSE
23/07/17,shot,knife,34,M,W,CA,FALSE,attack,Not fleeing,TRUE
24/07/17,shot,gun,31,M,W,MO,TRUE,attack,Car,FALSE
25/07/17,shot,ax,23,M,W,VA,TRUE,other,Foot,FALSE
25/07/17,shot,gun,28,M,W,FL,FALSE,attack,Car,FALSE
25/07/17,shot,undetermined,16,M,B,AR,FALSE,undetermined,Not fleeing,FALSE
26/07/17,shot,vehicle,25,M,B,OH,FALSE,attack,Car,FALSE
27/07/17,shot,gun,39,M,B,LA,FALSE,attack,Car,FALSE
31/07/17,shot,vehicle,28,M,B,WI,FALSE,attack,Car,TRUE
31/07/17,shot,knife,32,M,B,NY,TRUE,attack,Not fleeing,FALSE
