Date,Manner_of_Death,Armed,Age,Gender,Race,State,Signs_of_Mental_Illness,Threat_Level,Flee,Body_Camera
8/5/2015,shot,gun,58,M,W,NY,TRUE,attack,Not fleeing,FALSE
8/5/2015,shot,gun,48,M,B,LA,FALSE,attack,Not fleeing,FALSE
8/5/2015,shot,vehicle,31,M,B,MN,FALSE,attack,Car,FALSE
10/5/2015,shot,gun,47,M,W,WA,FALSE,attack,Not fleeing,FALSE
10/5/2015,shot,vehicle,34,M,B,MD,FALSE,other,Car,FALSE
11/5/2015,shot,vehicle,30,M,B,TX,FALSE,attack,Car,FALSE
11/5/2015,shot,machete,28,M,W,FL,TRUE,other,Not fleeing,FALSE
12/5/2015,shot,gun,28,M,B,FL,FALSE,other,Foot,FALSE
12/5/2015,shot and Tasered,gun,46,M,O,HI,FALSE,attack,Not fleeing,FALSE
12/5/2015,shot,undetermined,40,M,W,CA,TRUE,other,Not fleeing,FALSE
14/05/15,shot,gun,37,M,W,MI,TRUE,attack,Car,FALSE
14/05/15,shot,gun,53,M,W,FL,TRUE,attack,Not fleeing,FALSE
15/05/15,shot,gun,41,M,W,IL,TRUE,attack,Not fleeing,FALSE
15/05/15,shot,toy weapon,42,M,W,CA,TRUE,attack,Not fleeing,FALSE
16/05/15,shot,gun,45,M,B,IL,FALSE,attack,Foot,FALSE
17/05/15,shot,gun,34,M,W,CA,TRUE,attack,Foot,TRUE
17/05/15,shot,gun,18,M,W,FL,TRUE,attack,Not fleeing,FALSE
17/05/15,shot,sword,27,M,W,NM,FALSE,other,Not fleeing,FALSE
19/05/15,shot,unarmed,54,M,H,VA,FALSE,attack,Not fleeing,FALSE
19/05/15,shot,gun,35,M,W,AR,FALSE,attack,Not fleeing,FALSE
19/05/15,shot,gun,17,M,W,CO,FALSE,attack,Other,FALSE
20/05/15,shot,gun,29,M,B,PA,FALSE,attack,Not fleeing,FALSE
20/05/15,shot and Tasered,knife,52,M,W,OH,FALSE,other,Not fleeing,FALSE
20/05/15,shot,gun,38,M,B,KY,FALSE,attack,Not fleeing,FALSE
20/05/15,shot and Tasered,knife,39,F,W,WY,FALSE,other,Car,FALSE
20/05/15,shot,gun,26,M,B,NE,FALSE,attack,Not fleeing,FALSE
21/05/15,shot,gun,22,M,H,TX,TRUE,undetermined,Not fleeing,FALSE
21/05/15,shot,knife,29,M,B,FL,FALSE,attack,Not fleeing,FALSE
21/05/15,shot,knife,43,M,W,SC,FALSE,attack,Not fleeing,FALSE
21/05/15,shot,knife,24,M,H,NJ,TRUE,other,Not fleeing,FALSE
21/05/15,shot,gun,32,M,B,SC,FALSE,attack,Not fleeing,FALSE
22/05/15,shot,toy weapon,40,M,W,PA,FALSE,attack,Not fleeing,FALSE
23/05/15,shot,gun,25,M,B,MI,FALSE,attack,Not fleeing,FALSE
23/05/15,shot,gun,47,M,W,MO,FALSE,attack,Not fleeing,FALSE
23/05/15,shot,gun,40,M,W,AZ,FALSE,attack,Car,FALSE
25/05/15,shot,gun,31,F,W,TX,TRUE,attack,Not fleeing,FALSE
25/05/15,shot,knife,36,M,B,AL,TRUE,attack,Not fleeing,FALSE
26/05/15,shot,gun,62,M,W,WA,TRUE,attack,Not fleeing,FALSE
26/05/15,shot,gun,51,M,B,NY,FALSE,attack,Not fleeing,FALSE
26/05/15,shot,undetermined,24,M,W,LA,FALSE,attack,Not fleeing,FALSE
27/05/15,shot,knife,39,M,W,NJ,FALSE,attack,Not fleeing,FALSE
27/05/15,shot,toy weapon,24,M,W,OK,TRUE,attack,Not fleeing,FALSE
27/05/15,shot,knife,57,M,W,GA,TRUE,attack,Not fleeing,FALSE
27/05/15,shot and Tasered,unarmed,20,M,O,CA,FALSE,other,Not fleeing,FALSE
27/05/15,shot and Tasered,screwdriver,33,M,W,CA,TRUE,other,Not fleeing,FALSE
28/05/15,shot,gun,60,M,W,SC,FALSE,attack,Not fleeing,FALSE
28/05/15,shot,gun,32,M,B,CO,FALSE,attack,Not fleeing,FALSE
28/05/15,shot,gun,40,M,B,GA,FALSE,attack,Not fleeing,FALSE
28/05/15,shot and Tasered,lawn mower blade,18,M,W,MI,FALSE,attack,Not fleeing,FALSE
29/05/15,shot,knife,36,M,B,NJ,FALSE,other,Not fleeing,FALSE
29/05/15,shot,gun,35,M,W,OK,FALSE,attack,Not fleeing,FALSE
29/05/15,shot,gun,55,M,W,OR,FALSE,attack,Not fleeing,FALSE
30/05/15,shot,unarmed,19,M,W,AZ,FALSE,attack,Foot,FALSE
30/05/15,shot,toy weapon,39,M,H,TN,FALSE,attack,Not fleeing,FALSE
31/05/15,shot,toy weapon,47,M,W,TX,FALSE,attack,Not fleeing,TRUE
1/6/2015,shot,gun,23,M,W,NY,TRUE,attack,Other,FALSE
2/6/2015,shot,knife,26,M,B,MA,FALSE,other,Not fleeing,FALSE
2/6/2015,shot,knife,26,M,W,TX,TRUE,attack,Not fleeing,FALSE
3/6/2015,shot,gun,46,M,H,CA,FALSE,attack,Car,FALSE
3/6/2015,shot and Tasered,unarmed,36,M,H,NM,FALSE,attack,Not fleeing,FALSE
3/6/2015,shot,gun,18,M,H,TX,TRUE,attack,Car,FALSE
3/6/2015,shot,knife,33,M,H,TX,FALSE,other,Car,FALSE
3/6/2015,shot,gun,56,M,W,NJ,TRUE,attack,Not fleeing,FALSE
5/6/2015,shot,gun,50,M,H,CA,FALSE,attack,Not fleeing,FALSE
5/6/2015,shot,vehicle,45,F,W,WV,FALSE,other,Car,FALSE
6/6/2015,shot and Tasered,gun,30,M,B,CA,FALSE,attack,Not fleeing,TRUE
6/6/2015,shot,gun,53,M,W,FL,FALSE,attack,Not fleeing,FALSE
6/6/2015,shot,gun,45,M,H,CA,FALSE,attack,Foot,FALSE
6/6/2015,shot,box cutter,42,M,W,TX,TRUE,other,Not fleeing,FALSE
6/6/2015,shot,gun,27,M,H,CO,FALSE,attack,Car,FALSE
7/6/2015,shot,gun,36,M,W,FL,FALSE,attack,Not fleeing,FALSE
7/6/2015,shot,gun,58,M,W,WA,TRUE,attack,Not fleeing,FALSE
8/6/2015,shot,knife,30,M,H,CA,TRUE,other,Not fleeing,TRUE
8/6/2015,shot,gun,69,M,W,AZ,TRUE,attack,Not fleeing,FALSE
9/6/2015,shot,unarmed,30,M,W,OH,FALSE,attack,Not fleeing,FALSE
9/6/2015,shot,gun,45,M,W,TX,FALSE,attack,Car,FALSE
9/6/2015,shot,gun,22,M,B,OH,FALSE,attack,Not fleeing,FALSE
9/6/2015,shot,unarmed,28,M,W,IA,FALSE,other,Car,FALSE
10/6/2015,shot,gun,19,M,B,NY,FALSE,attack,Not fleeing,FALSE
11/6/2015,shot,gun,40,M,B,FL,FALSE,attack,Not fleeing,FALSE
11/6/2015,shot,undetermined,46,M,B,FL,FALSE,other,Not fleeing,FALSE
11/6/2015,shot,gun,28,M,H,TX,TRUE,attack,Not fleeing,FALSE
11/6/2015,shot,knife,22,M,H,NJ,TRUE,other,Not fleeing,FALSE
12/6/2015,shot,toy weapon,17,F,W,IN,TRUE,attack,Not fleeing,FALSE
13/06/15,shot,gun,46,M,W,IN,FALSE,attack,Not fleeing,FALSE
13/06/15,shot,flagpole,35,M,B,KY,FALSE,other,Not fleeing,FALSE
13/06/15,shot,guns and explosives,35,M,W,TX,TRUE,attack,Not fleeing,FALSE
14/06/15,shot,vehicle,28,M,H,CA,FALSE,attack,Car,FALSE
14/06/15,shot,gun,15,M,W,FL,TRUE,attack,Not fleeing,FALSE
15/06/15,shot,unarmed,22,M,B,CA,FALSE,other,Foot,FALSE
16/06/15,shot,gun,28,M,H,CA,FALSE,attack,Not fleeing,FALSE
16/06/15,shot,gun,31,M,N,ND,FALSE,attack,Not fleeing,FALSE
17/06/15,shot,gun,40,F,W,AL,FALSE,attack,Car,FALSE
17/06/15,shot,gun,48,M,W,NM,TRUE,attack,Not fleeing,FALSE
18/06/15,shot,knife,58,M,W,NY,FALSE,attack,Foot,FALSE
19/06/15,shot,knife,44,M,H,MA,TRUE,other,Foot,FALSE
19/06/15,shot,gun,21,M,B,OH,TRUE,attack,Not fleeing,FALSE
19/06/15,shot,gun,50,M,H,CO,FALSE,attack,Not fleeing,FALSE
20/06/15,shot,gun,23,M,B,IL,FALSE,attack,Foot,FALSE
21/06/15,shot,unarmed,24,M,H,CA,TRUE,other,Not fleeing,FALSE
21/06/15,shot,cordless drill,49,M,W,TX,TRUE,other,Not fleeing,FALSE
22/06/15,shot,gun,60,M,W,NC,FALSE,attack,Foot,FALSE
22/06/15,shot,gun,35,M,H,CA,FALSE,attack,Not fleeing,FALSE
22/06/15,shot,gun,29,M,W,GA,TRUE,attack,Not fleeing,FALSE
22/06/15,shot,gun,20,M,B,PA,FALSE,attack,Car,FALSE
23/06/15,shot,unarmed,34,M,W,IN,FALSE,other,Car,FALSE
23/06/15,shot,knife,22,M,W,KS,FALSE,attack,Not fleeing,FALSE
23/06/15,shot,knife,49,M,W,TX,TRUE,other,Foot,FALSE
23/06/15,shot,gun,32,M,W,NE,FALSE,attack,Not fleeing,FALSE
24/06/15,shot,gun,26,M,B,VA,FALSE,attack,Not fleeing,TRUE
25/06/15,shot,unarmed,41,M,B,MD,TRUE,other,Not fleeing,FALSE
25/06/15,shot,gun,61,M,W,CA,FALSE,attack,Not fleeing,FALSE
26/06/15,shot,gun,49,M,W,NY,FALSE,attack,Other,FALSE
26/06/15,shot,gun,28,M,H,TX,FALSE,other,Foot,FALSE
27/06/15,shot,gun,35,M,W,OK,FALSE,attack,Not fleeing,TRUE
28/06/15,shot,toy weapon,29,M,W,OR,FALSE,attack,Not fleeing,FALSE
29/06/15,shot,gun,51,M,W,NY,TRUE,attack,Not fleeing,FALSE
30/06/15,shot,gun,52,M,W,NC,FALSE,attack,Not fleeing,FALSE
1/7/2015,shot,vehicle,24,M,B,OR,FALSE,attack,Foot,FALSE
1/7/2015,shot,gun,32,M,W,OR,FALSE,attack,Car,FALSE
2/7/2015,shot,toy weapon,45,M,W,MA,TRUE,attack,Not fleeing,FALSE
2/7/2015,shot,knife,60,M,A,CA,FALSE,other,Not fleeing,FALSE
2/7/2015,shot,unarmed,23,M,B,FL,FALSE,attack,Foot,FALSE
3/7/2015,shot and Tasered,knife,27,M,H,CA,FALSE,attack,Not fleeing,FALSE
3/7/2015,shot,gun,46,M,H,CA,FALSE,attack,Not fleeing,FALSE
3/7/2015,shot,gun,33,M,H,NJ,TRUE,attack,Not fleeing,FALSE
3/7/2015,shot,gun,40,M,W,FL,FALSE,attack,Not fleeing,FALSE
4/7/2015,shot,gun,42,M,B,OK,FALSE,attack,Foot,FALSE
4/7/2015,shot,gun,37,M,W,TN,FALSE,attack,Not fleeing,FALSE
4/7/2015,shot,gun,23,M,B,VA,FALSE,attack,Foot,FALSE
4/7/2015,shot,gun,36,M,W,NV,FALSE,attack,Not fleeing,FALSE
5/7/2015,shot,unarmed,19,M,W,CA,FALSE,attack,Foot,FALSE
5/7/2015,shot,gun,35,M,W,TX,FALSE,attack,Foot,FALSE
5/7/2015,shot and Tasered,toy weapon,25,M,W,TX,TRUE,attack,Not fleeing,FALSE
5/7/2015,shot,unarmed,43,M,W,CA,FALSE,other,Not fleeing,FALSE
6/7/2015,shot,gun,20,M,W,OK,FALSE,attack,Not fleeing,FALSE
6/7/2015,shot,knife,42,M,W,NH,TRUE,other,Not fleeing,TRUE
6/7/2015,shot and Tasered,knife,42,M,H,CA,FALSE,attack,Car,FALSE
6/7/2015,shot and Tasered,vehicle,31,M,W,CA,TRUE,attack,Other,FALSE
6/7/2015,shot,knife,29,M,B,CA,FALSE,attack,Not fleeing,FALSE
7/7/2015,shot,gun,18,M,B,TX,FALSE,attack,Not fleeing,FALSE
7/7/2015,shot,metal pole,33,M,W,AZ,FALSE,other,Not fleeing,FALSE
7/7/2015,shot,gun,59,M,W,TX,FALSE,attack,Not fleeing,FALSE
7/7/2015,shot,gun,47,M,H,CA,FALSE,attack,Not fleeing,FALSE
7/7/2015,shot,gun,39,M,H,TX,TRUE,attack,Not fleeing,FALSE
7/7/2015,shot,knife,37,M,B,NJ,FALSE,attack,Foot,FALSE
7/7/2015,shot,gun,35,M,W,MO,FALSE,attack,Car,FALSE
7/7/2015,shot,knife,28,M,W,KY,FALSE,other,Not fleeing,FALSE
8/7/2015,shot,gun,59,M,W,OR,FALSE,attack,Not fleeing,FALSE
8/7/2015,shot,vehicle,62,M,W,NC,FALSE,attack,Car,TRUE
9/7/2015,shot,gun,50,M,W,UT,FALSE,attack,Not fleeing,FALSE
9/7/2015,shot,gun,68,M,W,AZ,FALSE,attack,Foot,FALSE
9/7/2015,shot,gun,27,M,B,IL,FALSE,attack,Foot,FALSE
9/7/2015,shot,gun,17,M,W,CA,TRUE,attack,Not fleeing,FALSE
9/7/2015,shot and Tasered,Taser,38,M,W,CA,FALSE,attack,Other,FALSE
9/7/2015,shot,sword,21,M,B,MO,FALSE,other,Not fleeing,FALSE
10/7/2015,shot,gun,54,M,W,NV,TRUE,attack,Not fleeing,TRUE
10/7/2015,shot,gun,20,M,B,GA,FALSE,attack,Not fleeing,FALSE
10/7/2015,shot,gun,25,M,B,IL,FALSE,attack,Not fleeing,FALSE
11/7/2015,shot,gun,31,M,W,CA,FALSE,attack,Not fleeing,FALSE
12/7/2015,shot,knife,35,M,N,CO,TRUE,other,Foot,FALSE
12/7/2015,shot and Tasered,unarmed,36,M,B,FL,FALSE,attack,Not fleeing,FALSE
12/7/2015,shot,gun,60,M,W,TX,FALSE,attack,Foot,FALSE
12/7/2015,shot,gun,24,M,W,IL,FALSE,attack,Not fleeing,FALSE
12/7/2015,shot,gun,27,M,W,WY,FALSE,attack,Not fleeing,FALSE
13/07/15,shot,gun,20,M,B,GA,FALSE,attack,Not fleeing,FALSE
13/07/15,shot,gun,24,M,W,CA,FALSE,attack,Car,FALSE
13/07/15,shot,vehicle,23,M,H,MA,FALSE,attack,Not fleeing,FALSE
13/07/15,shot and Tasered,box cutter,41,M,W,CA,FALSE,other,Not fleeing,FALSE
14/07/15,shot,gun,20,M,B,FL,FALSE,attack,Not fleeing,FALSE
15/07/15,shot and Tasered,metal pipe,43,M,W,MI,TRUE,other,Not fleeing,FALSE
16/07/15,shot and Tasered,metal hand tool,25,M,B,CA,TRUE,other,Not fleeing,FALSE
16/07/15,shot,sword,29,M,H,WI,TRUE,other,Not fleeing,FALSE
16/07/15,shot,gun,35,M,B,FL,FALSE,attack,Not fleeing,FALSE
16/07/15,shot,gun,30,M,W,KS,FALSE,attack,Other,FALSE
16/07/15,shot,gun,24,M,O,TN,TRUE,attack,Not fleeing,FALSE
16/07/15,shot,gun,23,M,N,WY,FALSE,attack,Not fleeing,FALSE
16/07/15,shot,gun,29,M,W,AL,FALSE,attack,Foot,FALSE
17/07/15,shot,knife,27,M,W,WA,FALSE,other,Foot,FALSE
17/07/15,shot and Tasered,unarmed,23,M,B,FL,FALSE,attack,Foot,FALSE
17/07/15,shot,gun,50,M,W,CA,TRUE,attack,Not fleeing,FALSE
17/07/15,shot,unarmed,19,M,B,TN,FALSE,attack,Foot,FALSE
17/07/15,shot,undetermined,24,M,H,TX,FALSE,other,Other,FALSE
18/07/15,shot,knife,22,M,W,CO,TRUE,attack,Not fleeing,FALSE
18/07/15,shot,gun,46,M,W,AZ,FALSE,attack,Not fleeing,FALSE
18/07/15,shot,gun,65,M,W,KS,FALSE,attack,Not fleeing,FALSE
19/07/15,shot,unarmed,43,M,B,OH,FALSE,other,Car,TRUE
20/07/15,shot,gun,35,M,W,TX,FALSE,attack,Other,FALSE
21/07/15,shot,unarmed,47,M,W,GA,FALSE,other,Not fleeing,FALSE
21/07/15,shot,gun,24,M,W,FL,FALSE,other,Car,FALSE
21/07/15,shot,gun,35,M,W,GA,FALSE,attack,Not fleeing,FALSE
22/07/15,shot,gun,25,M,H,WI,FALSE,attack,Not fleeing,FALSE
22/07/15,shot and Tasered,knife,26,M,B,OK,FALSE,other,Other,FALSE
22/07/15,shot,gun,27,M,B,PA,FALSE,attack,Not fleeing,FALSE
23/07/15,shot,gun,34,M,B,OH,FALSE,attack,Not fleeing,FALSE
23/07/15,shot and Tasered,unarmed,31,M,W,MN,TRUE,attack,Not fleeing,FALSE
23/07/15,shot,gun,32,M,W,SC,FALSE,attack,Not fleeing,FALSE
23/07/15,shot,toy weapon,47,M,W,WY,FALSE,attack,Not fleeing,FALSE
23/07/15,shot,gun,44,F,W,CA,TRUE,attack,Not fleeing,FALSE
24/07/15,shot,gun,44,M,W,CA,FALSE,attack,Not fleeing,FALSE
24/07/15,shot and Tasered,knife,30,M,W,NC,FALSE,other,Not fleeing,FALSE
25/07/15,shot,blunt object,60,M,W,LA,TRUE,attack,Car,FALSE
25/07/15,shot,gun,50,M,W,GA,TRUE,attack,Not fleeing,FALSE
25/07/15,shot,toy weapon,36,M,B,NV,FALSE,attack,Not fleeing,FALSE
25/07/15,shot,gun,59,M,B,FL,FALSE,attack,Not fleeing,FALSE
26/07/15,shot,gun,33,M,B,LA,FALSE,attack,Not fleeing,FALSE
26/07/15,shot,vehicle,19,M,W,SC,FALSE,other,Other,FALSE
27/07/15,shot,knife,56,M,W,SC,FALSE,attack,Not fleeing,FALSE
27/07/15,shot,toy weapon,45,M,W,LA,TRUE,attack,Car,FALSE
27/07/15,shot and Tasered,knife,22,M,W,CO,FALSE,other,Not fleeing,FALSE
29/07/15,shot,gun,34,M,H,NM,FALSE,undetermined,Foot,FALSE
29/07/15,shot,gun,53,M,W,UT,TRUE,attack,Not fleeing,FALSE
30/07/15,shot,gun,48,M,W,NV,FALSE,attack,Not fleeing,FALSE
30/07/15,shot,gun,25,M,W,CA,FALSE,attack,Car,FALSE
30/07/15,shot,gun,30,M,H,TX,FALSE,attack,Not fleeing,FALSE
30/07/15,shot and Tasered,metal stick,47,M,H,CA,FALSE,attack,Not fleeing,FALSE
31/07/15,shot,gun,33,M,H,NM,FALSE,attack,Not fleeing,TRUE
31/07/15,shot,gun,34,M,W,NM,FALSE,attack,Not fleeing,FALSE
1/8/2015,shot,gun,29,M,H,AZ,FALSE,attack,Not fleeing,FALSE
2/8/2015,shot,vehicle,63,M,W,TX,TRUE,other,Not fleeing,FALSE
3/8/2015,shot,gun,49,M,B,CA,FALSE,attack,Not fleeing,FALSE
3/8/2015,shot,gun,18,M,W,PA,FALSE,attack,Foot,FALSE
3/8/2015,shot,gun,71,M,W,VA,FALSE,attack,Not fleeing,FALSE
3/8/2015,shot,toy weapon,35,M,W,IN,TRUE,attack,Not fleeing,FALSE
4/8/2015,shot,undetermined,55,M,H,CA,TRUE,other,Not fleeing,FALSE
4/8/2015,shot,gun,31,M,B,IL,TRUE,undetermined,Not fleeing,TRUE
5/8/2015,shot,knife,18,M,W,KY,FALSE,attack,Not fleeing,FALSE
5/8/2015,shot,knife,51,M,W,WI,TRUE,other,Not fleeing,FALSE
5/8/2015,shot,gun,39,M,B,HI,FALSE,attack,Not fleeing,FALSE
5/8/2015,shot,gun,20,M,B,VA,FALSE,attack,Foot,FALSE
5/8/2015,shot,hatchet,29,M,W,TN,TRUE,attack,Not fleeing,FALSE
5/8/2015,shot,gun,40,M,W,WA,FALSE,attack,Not fleeing,FALSE
6/8/2015,shot,knife,42,M,H,KY,FALSE,attack,Not fleeing,FALSE
6/8/2015,shot,gun,22,M,B,TX,FALSE,attack,Car,FALSE
7/8/2015,shot,unarmed,19,M,B,TX,FALSE,other,Not fleeing,FALSE
7/8/2015,shot,sharp object,24,M,H,NV,TRUE,other,Not fleeing,TRUE
7/8/2015,shot,toy weapon,30,M,W,CA,TRUE,attack,Not fleeing,FALSE
7/8/2015,shot,vehicle,53,M,W,MT,FALSE,other,Car,FALSE
7/8/2015,shot,gun,25,M,B,NC,FALSE,attack,Not fleeing,FALSE
7/8/2015,shot,knife,28,M,B,CA,FALSE,attack,Not fleeing,FALSE
8/8/2015,shot,gun,24,M,B,SC,FALSE,attack,Car,FALSE
8/8/2015,shot,gun,59,M,W,NC,FALSE,attack,Not fleeing,FALSE
8/8/2015,shot,gun,46,M,W,WA,FALSE,attack,Not fleeing,FALSE
9/8/2015,shot,vehicle,15,M,B,IN,FALSE,attack,Not fleeing,FALSE
9/8/2015,shot,gun,41,M,W,OK,TRUE,attack,Not fleeing,FALSE
9/8/2015,shot,meat cleaver,22,M,H,CA,FALSE,attack,Foot,FALSE
10/8/2015,shot,vehicle,24,M,W,AZ,FALSE,other,Not fleeing,FALSE
11/8/2015,shot,gun,34,M,W,ID,FALSE,attack,Not fleeing,FALSE
11/8/2015,shot and Tasered,knife,48,M,W,TX,FALSE,other,Not fleeing,FALSE
12/8/2015,shot,gun,24,M,W,TX,FALSE,attack,Not fleeing,FALSE
12/8/2015,shot,gun,27,M,B,CA,FALSE,attack,Car,TRUE
12/8/2015,shot and Tasered,knife,30,F,B,CA,FALSE,other,Not fleeing,FALSE
12/8/2015,shot,gun,27,M,H,CA,FALSE,attack,Car,FALSE
12/8/2015,shot,gun,27,M,B,OH,FALSE,attack,Car,FALSE
12/8/2015,shot,gun,49,M,W,NM,FALSE,undetermined,Car,FALSE
14/08/15,shot,gun,38,M,B,NY,FALSE,attack,Not fleeing,FALSE
14/08/15,shot,gun,26,M,H,TX,FALSE,attack,Not fleeing,FALSE
14/08/15,shot,unarmed,30,M,B,MD,TRUE,attack,Foot,FALSE
14/08/15,shot and Tasered,box cutter,53,M,W,CT,FALSE,attack,Car,FALSE
15/08/15,shot and Tasered,unarmed,43,M,W,IN,FALSE,attack,Not fleeing,FALSE
15/08/15,shot,gun,23,M,B,CA,FALSE,attack,Not fleeing,FALSE
15/08/15,shot,gun,30,M,W,NV,FALSE,attack,Not fleeing,FALSE
16/08/15,shot,gun,29,M,H,CA,FALSE,other,Not fleeing,FALSE
16/08/15,shot,gun,47,M,W,TX,FALSE,attack,Not fleeing,FALSE
17/08/15,shot,gun,35,M,B,TX,FALSE,attack,Not fleeing,FALSE
17/08/15,shot,unarmed,40,M,H,CA,FALSE,other,Foot,FALSE
19/08/15,shot,gun,18,M,B,MO,FALSE,attack,Foot,FALSE
19/08/15,shot,gun,24,M,B,MI,FALSE,attack,Car,FALSE
19/08/15,shot,gun,29,M,W,WA,TRUE,attack,Foot,FALSE
19/08/15,shot,gun,44,M,W,NC,TRUE,attack,Not fleeing,FALSE
20/08/15,shot,gun,19,M,W,OH,TRUE,attack,Not fleeing,FALSE
20/08/15,shot and Tasered,unarmed,50,M,W,AL,TRUE,attack,Not fleeing,FALSE
20/08/15,shot,gun,17,M,H,CA,TRUE,attack,Not fleeing,FALSE
21/08/15,shot,gun,57,M,W,WA,TRUE,attack,Not fleeing,FALSE
21/08/15,shot,vehicle,30,M,W,MD,FALSE,attack,Car,FALSE
21/08/15,shot,knife,38,M,W,NC,FALSE,other,Not fleeing,FALSE
22/08/15,shot,gun,31,M,W,MN,FALSE,attack,Not fleeing,FALSE
22/08/15,shot and Tasered,gun,39,M,B,NY,FALSE,attack,Foot,FALSE
22/08/15,shot,carjack,29,M,W,CA,FALSE,undetermined,Not fleeing,FALSE
22/08/15,shot,vehicle,26,M,W,KS,FALSE,attack,Car,FALSE
22/08/15,shot,knife,64,M,W,VA,FALSE,other,Not fleeing,FALSE
23/08/15,shot,gun,36,M,W,FL,TRUE,attack,Not fleeing,FALSE
23/08/15,shot,gun,36,M,W,AL,FALSE,attack,Car,FALSE
23/08/15,shot,toy weapon,21,M,W,NJ,FALSE,attack,Not fleeing,FALSE
23/08/15,shot,gun,53,M,B,NC,FALSE,attack,Not fleeing,FALSE
23/08/15,shot,gun,57,M,W,NV,FALSE,attack,Not fleeing,FALSE
25/08/15,shot,gun,30,M,H,NM,FALSE,attack,Foot,FALSE
25/08/15,shot,knife,34,M,B,PA,FALSE,attack,Not fleeing,FALSE
25/08/15,shot,gun,53,M,W,FL,FALSE,attack,Not fleeing,FALSE
25/08/15,shot,gun,45,M,W,AZ,FALSE,attack,Not fleeing,FALSE
25/08/15,shot,gun,22,M,H,FL,FALSE,attack,Not fleeing,FALSE
26/08/15,shot,toy weapon,22,M,W,TN,TRUE,attack,Not fleeing,FALSE
26/08/15,shot,gun,46,M,W,TN,FALSE,attack,Car,FALSE
26/08/15,shot,gun,27,M,W,UT,TRUE,attack,Not fleeing,FALSE
27/08/15,shot and Tasered,box cutter,42,M,B,TX,FALSE,attack,Not fleeing,FALSE
27/08/15,shot,chain,30,M,B,CA,FALSE,attack,Not fleeing,TRUE
27/08/15,shot,box cutter,54,M,W,CA,FALSE,other,Not fleeing,TRUE
27/08/15,shot,contractor's level,29,M,H,CA,FALSE,attack,Not fleeing,FALSE
28/08/15,shot,undetermined,41,M,H,TX,TRUE,undetermined,Not fleeing,FALSE
28/08/15,shot,gun,28,M,W,UT,TRUE,attack,Not fleeing,TRUE
28/08/15,shot,unarmed,61,M,B,NY,FALSE,other,Not fleeing,FALSE
28/08/15,shot,gun,23,M,W,TX,FALSE,attack,Not fleeing,FALSE
29/08/15,shot,gun,25,M,B,NV,FALSE,attack,Foot,FALSE
29/08/15,shot,unarmed,29,M,H,IL,FALSE,undetermined,Car,FALSE
30/08/15,shot,gun,20,M,W,OK,FALSE,attack,Not fleeing,FALSE
30/08/15,shot,gun,40,M,H,AZ,FALSE,attack,Not fleeing,FALSE
31/08/15,shot,knife,45,M,W,CO,FALSE,attack,Foot,FALSE
1/9/2015,shot,guns and explosives,33,M,B,WV,FALSE,attack,Foot,FALSE
1/9/2015,shot,gun,76,M,W,OH,FALSE,attack,Not fleeing,FALSE
1/9/2015,shot,gun,47,M,W,NM,FALSE,attack,Not fleeing,FALSE
2/9/2015,shot,gun,45,M,W,AZ,TRUE,attack,Not fleeing,TRUE
3/9/2015,shot,unarmed,40,M,H,CA,TRUE,attack,Not fleeing,TRUE
4/9/2015,shot,gun,37,M,W,SD,TRUE,attack,Not fleeing,FALSE
4/9/2015,shot and Tasered,metal pipe,49,M,H,IN,FALSE,attack,Not fleeing,FALSE
4/9/2015,shot,gun,27,M,W,CA,FALSE,attack,Car,FALSE
4/9/2015,shot,gun,36,M,W,TX,FALSE,attack,Not fleeing,FALSE
4/9/2015,shot,knife,23,M,W,NH,TRUE,other,Not fleeing,FALSE
5/9/2015,shot,toy weapon,21,M,B,NC,TRUE,attack,Not fleeing,FALSE
5/9/2015,shot,metal pipe,32,M,H,CA,TRUE,other,Not fleeing,TRUE
5/9/2015,shot,gun,35,M,B,VA,FALSE,attack,Not fleeing,FALSE
5/9/2015,shot,unarmed,28,F,B,VA,FALSE,undetermined,Not fleeing,FALSE
6/9/2015,shot,gun,59,M,H,FL,FALSE,attack,Car,FALSE
6/9/2015,shot,gun,28,M,B,LA,TRUE,attack,Car,FALSE
6/9/2015,shot,gun,45,M,W,NM,FALSE,attack,Not fleeing,FALSE
7/9/2015,shot,metal pipe,45,M,H,CA,FALSE,other,Foot,TRUE
8/9/2015,shot,gun,19,M,N,AK,FALSE,attack,Not fleeing,FALSE
9/9/2015,shot,gun,25,M,W,WI,FALSE,attack,Not fleeing,FALSE
9/9/2015,shot,guns and explosives,37,M,B,MO,TRUE,other,Not fleeing,FALSE
9/9/2015,shot,gun,33,M,N,AK,FALSE,attack,Car,FALSE
9/9/2015,shot,knife,59,M,A,CA,FALSE,attack,Not fleeing,FALSE
10/9/2015,shot,knife,31,M,A,NY,FALSE,attack,Not fleeing,FALSE
10/9/2015,shot,gun,29,M,B,IN,FALSE,attack,Not fleeing,FALSE
10/9/2015,shot,gun,32,M,W,CA,FALSE,attack,Foot,FALSE
10/9/2015,shot,gun,41,M,H,CA,FALSE,attack,Car,FALSE
11/9/2015,shot,gun,31,M,W,PA,FALSE,attack,Not fleeing,FALSE
11/9/2015,shot,gun,44,M,W,CO,FALSE,attack,Car,FALSE
